videoid,videoname,channelid,channelname,views,comments,likes,dislikes,adtype,advertiser,adfullurl,datecollected,dateuploaded,uploadts,testid,dataset
DF5_QtvbWr0,,,,,,,,,,,1632341547,,,20210922195901,cur
3ZeX5cVjDPY,,,,,,,,,,,1632341550,,,20210922195901,cur
5kN98klsHAc,,,,,,,,,,,1632341554,,,20210922195901,cur
zc243rGFogM,,,,,,,,,,,1632341570,,,20210922195901,cur
Fexj4YUE4qw,,,,,,,,,,,1632341573,,,20210922195901,cur
5JmgBZonrkc,,,,,,,,,,,1632341619,,,20210922195901,cur
hRel8OLqFmM,,,,,,,,,,,1632341622,,,20210922195901,cur
-ciCcnBDQHU,,,,,,,,,,,1632341647,,,20210922195901,cur
64zGMq7u8Js,,,,,,,,,,,1632341688,,,20210922195901,cur
BpWpH5P0Mu4,,,,,,,,,,,1632341716,,,20210922195901,cur
4TqtFNfzXuM,,,,,,,,,,,1632341758,,,20210922195901,cur
oCgKxP288zU,,,,,,,,,,,1632341826,,,20210922195901,cur
B5G1749AMh0,,,,,,,,,,,1632341843,,,20210922195901,cur
DPPE2N0UGFw,,,,,,,,,,,1632341859,,,20210922195901,cur
5xL969fq4Tg,,,,,,,,,,,1632341862,,,20210922195901,cur
-oJlWyzRw8E,,,,,,,,,,,1632341866,,,20210922195901,cur
ENltIDGsGpE,,,,,,,,,,,1632341869,,,20210922195901,cur
7tBCk14viyM,,,,,,,,,,,1632341886,,,20210922195901,cur
Cf9BpF_MK4o,,,,,,,,,,,1632341903,,,20210922195901,cur
0iZETp0Fysw,,,,,,,,,,,1632341936,,,20210922195901,cur
1J3lPDUEMik,,,,,,,,,,,1632341969,,,20210922195901,cur
WxSesKXIGds,,,,,,,,,,,1632341973,,,20210922195901,cur
3MNgeLXivJU,,,,,,,,,,,1632341976,,,20210922195901,cur
edHmystFWEU,,,,,,,,,,,1632341993,,,20210922195901,cur
3mCevuWqAQc,,,,,,,,,,,1632342025,,,20210922195901,cur
AjYFeZSAQ74,,,,,,,,,,,1632342067,,,20210922195901,cur
3sbOz8qmFsM,,,,,,,,,,,1632342083,,,20210922195901,cur
h7MGqdTVXJQ,,,,,,,,,,,1632342086,,,20210922195901,cur
HhTG2K1Zh4k,,,,,,,,,,,1632342128,,,20210922195901,cur
4WORwR9EMqU,,,,,,,,,,,1632342156,,,20210922195901,cur
j_737uiecSw,,,,,,,,,,,1632342188,,,20210922195901,cur
2DISxG0g48k,,,,,,,,,,,1632342204,,,20210922195901,cur
-0Y1eJt_ack,,,,,,,,,,,1632342266,,,20210922195901,cur
c1i8h5DvN8A,,,,,,,,,,,1632342269,,,20210922195901,cur
1y9LDkzVfaM,,,,,,,,,,,1632342282,,,20210922195901,cur
erWNB8PPQyE,,,,,,,,,,,1632342298,,,20210922195901,cur
PV_pc4GVwy4,,,,,,,,,,,1632342301,,,20210922195901,cur
2MGXePjIzXE,,,,,,,,,,,1632342305,,,20210922195901,cur
22jxOTrIAOI,,,,,,,,,,,1632342334,,,20210922195901,cur
1D7zgoMgrJE,,,,,,,,,,,1632342376,,,20210922195901,cur
HAfTYHzsJY4,,,,,,,,,,,1632342379,,,20210922195901,cur
-t809DUIFPQ,,,,,,,,,,,1632342465,,,20210922195901,cur
pP5M710yHX4,,,,,,,,,,,1632342507,,,20210922195901,cur
eAzNoDUk8T8,,,,,,,,,,,1632342549,,,20210922195901,cur
9YnU07oYdTE,,,,,,,,,,,1632342552,,,20210922195901,cur
FXPrgW9P6YM,,,,,,,,,,,1632342595,,,20210922195901,cur
ERajsSphEYA,,,,,,,,,,,1632342636,,,20210922195901,cur
4hR3X2-4jgk,,,,,,,,,,,1632342652,,,20210922195901,cur
a2FMUgEWx5w,,,,,,,,,,,1632342670,,,20210922195901,cur
-OopVtCodsI,,,,,,,,,,,1632342687,,,20210922195901,cur
j9jHdtONL48,,,,,,,,,,,1632342703,,,20210922195901,cur
2GxhmSst2nY,,,,,,,,,,,1632342706,,,20210922195901,cur
1IOm51qYQuI,,,,,,,,,,,1632342710,,,20210922195901,cur
MvupATwnBc0,,,,,,,,,,,1632342713,,,20210922195901,cur
t2vkvNBdgTA,,,,,,,,,,,1632342731,,,20210922195901,cur
0Kf_zcmKRZM,,,,,,,,,,,1632342747,,,20210922195901,cur
joSl-4Lmlbw,,,,,,,,,,,1632342750,,,20210922195901,cur
1sY8KPPpbz0,,,,,,,,,,,1632342754,,,20210922195901,cur
01fSBxtKFKA,,,,,,,,,,,1632342758,,,20210922195901,cur
7-59Ryg2_CI,,,,,,,,,,,1632342793,,,20210922195901,cur
dGCBu0z23xA,,,,,,,,,,,1632342797,,,20210922195901,cur
0b0OE-NFq8I,,,,,,,,,,,1632342852,,,20210922195901,cur
QmxsaARi2pk,,,,,,,,,,,1632342855,,,20210922195901,cur
1H5htCYPnrY,,,,,,,,,,,1632342872,,,20210922195901,cur
0qCxTC0oYog,,,,,,,,,,,1632342875,,,20210922195901,cur
9jF-BN90Llo,,,,,,,,,,,1632342878,,,20210922195901,cur
sWMr11uJMbw,,,,,,,,,,,1632342882,,,20210922195901,cur
48ZhqesCm4c,,,,,,,,,,,1632342912,,,20210922195901,cur
HA2_MUv7Ges,,,,,,,,,,,1632342916,,,20210922195901,cur
EM8WURPTi_k,,,,,,,,,,,1632342919,,,20210922195901,cur
1T7IlVdPu_4,,,,,,,,,,,1632342923,,,20210922195901,cur
raPHO74D2yk,,,,,,,,,,,1632344352,,,20210922205901,cur
BrsFtV7ADgM,,,,,,,,,,,1632344373,,,20210922205901,cur
M3OOBXwtojo,,,,,,,,,,,1632344376,,,20210922205901,cur
226rTJBRr9k,,,,,,,,,,,1632344423,,,20210922205901,cur
5pnvQrJlwKU,,,,,,,,,,,1632344438,,,20210922205901,cur
-PfQNCbh7eY,,,,,,,,,,,1632344455,,,20210922205901,cur
hf8AaS6yfrE,,,,,,,,,,,1632344458,,,20210922205901,cur
-ZBhd5ytevM,,,,,,,,,,,1632344490,,,20210922205901,cur
1j4HSh7ajx0,,,,,,,,,,,1632344572,,,20210922205901,cur
6DFZa2fkX1I,,,,,,,,,,,1632344589,,,20210922205901,cur
7682INgBkB4,,,,,,,,,,,1632344592,,,20210922205901,cur
Dmbays_ITGE,,,,,,,,,,,1632344608,,,20210922205901,cur
1RCe1Bx7MsY,,,,,,,,,,,1632344625,,,20210922205901,cur
BKNQf20Lalk,,,,,,,,,,,1632344655,,,20210922205901,cur
Dfz3QC2bGFc,,,,,,,,,,,1632344683,,,20210922205901,cur
ae7fm7n4T5I,,,,,,,,,,,1632344686,,,20210922205901,cur
YVJl4zApto8,,,,,,,,,,,1632344703,,,20210922205901,cur
BHKnSbsxqUA,,,,,,,,,,,1632344706,,,20210922205901,cur
Kw1zgyT_tqM,,,,,,,,,,,1632344734,,,20210922205901,cur
Ns_z_vgbkzI,,,,,,,,,,,1632344750,,,20210922205901,cur
jsWK-ol-yG0,,,,,,,,,,,1632344766,,,20210922205901,cur
0PUf50QmRQg,,,,,,,,,,,1632344782,,,20210922205901,cur
aurOQigVUCo,,,,,,,,,,,1632344785,,,20210922205901,cur
eMmCjpePaB4,,,,,,,,,,,1632344789,,,20210922205901,cur
25zBasXDavA,,,,,,,,,,,1632344793,,,20210922205901,cur
1d7jKtodlRA,,,,,,,,,,,1632344809,,,20210922205901,cur
17ObS_l0vDI,,,,,,,,,,,1632344853,,,20210922205901,cur
AHg7Q2i6T1g,,,,,,,,,,,1632344856,,,20210922205901,cur
rr0WrWmHy7w,,,,,,,,,,,1632344884,,,20210922205901,cur
nuMsOgpRC_w,,,,,,,,,,,1632344910,,,20210922205901,cur
kcdeYUOyqfM,,,,,,,,,,,1632344913,,,20210922205901,cur
HxfKE82YmSg,,,,,,,,,,,1632344930,,,20210922205901,cur
46H7tRikZKU,,,,,,,,,,,1632344934,,,20210922205901,cur
-pk3AH73nzw,,,,,,,,,,,1632344937,,,20210922205901,cur
AsyyVaFenqk,,,,,,,,,,,1632344949,,,20210922205901,cur
2q885_q3wfQ,,,,,,,,,,,1632344992,,,20210922205901,cur
2SwGEDOoQXQ,,,,,,,,,,,1632345008,,,20210922205901,cur
KIA-tfH_CuM,,,,,,,,,,,1632345011,,,20210922205901,cur
2Aa4tvvSRmI,,,,,,,,,,,1632345015,,,20210922205901,cur
8gCSXtuIsBc,,,,,,,,,,,1632345044,,,20210922205901,cur
z4QztIVWtRw,,,,,,,,,,,1632345047,,,20210922205901,cur
iMVIIxokSWU,,,,,,,,,,,1632345051,,,20210922205901,cur
4yOi_CtlPnA,,,,,,,,,,,1632345081,,,20210922205901,cur
FnOUHQiyLyU,,,,,,,,,,,1632345097,,,20210922205901,cur
3-DlsrVrVnw,,,,,,,,,,,1632345100,,,20210922205901,cur
0iZETp0Fysw,,,,,,,,,,,1632345103,,,20210922205901,cur
19d4VyLudFc,,,,,,,,,,,1632345107,,,20210922205901,cur
0b0DFQFqxJ8,,,,,,,,,,,1632345124,,,20210922205901,cur
8UYr8o-CdMc,,,,,,,,,,,1632345141,,,20210922205901,cur
L5FW-oXk_Ag,,,,,,,,,,,1632362353,,,20210923015902,cur
Am2NySewXsM,,,,,,,,,,,1632362356,,,20210923015902,cur
Uey9VCipsv0,,,,,,,,,,,1632362360,,,20210923015902,cur
25WkaQYWGFU,,,,,,,,,,,1632362364,,,20210923015902,cur
Udn1YTgBPws,,,,,,,,,,,1632362367,,,20210923015902,cur
0vfMG0eHkec,,,,,,,,,,,1632362371,,,20210923015902,cur
9k27vSh_BFs,,,,,,,,,,,1632362389,,,20210923015902,cur
J9YxQJJyitY,,,,,,,,,,,1632362392,,,20210923015902,cur
1y5-vxigEpE,,,,,,,,,,,1632362422,,,20210923015902,cur
E52WPsQELpI,,,,,,,,,,,1632362425,,,20210923015902,cur
80mynpSgUp4,,,,,,,,,,,1632362473,,,20210923015902,cur
4C8_4wCy3Pc,,,,,,,,,,,1632362507,,,20210923015902,cur
1eYLXAzal_I,,,,,,,,,,,1632362545,,,20210923015902,cur
A1nUIRsIEDU,,,,,,,,,,,1632362557,,,20210923015902,cur
9vRUBt59sgQ,,,,,,,,,,,1632362588,,,20210923015902,cur
827OvUC6Dzg,,,,,,,,,,,1632362591,,,20210923015902,cur
0QsRvwYZ2Lk,,,,,,,,,,,1632362645,,,20210923015902,cur
ozT-lj5XpsE,,,,,,,,,,,1632362661,,,20210923015902,cur
dtGCTd-c28I,,,,,,,,,,,1632362677,,,20210923015902,cur
tntOITvAw4s,,,,,,,,,,,1632362731,,,20210923015902,cur
WDpP9idkoRI,,,,,,,,,,,1632362746,,,20210923015902,cur
3WfimcTxat8,,,,,,,,,,,1632362780,,,20210923015902,cur
tqWtnsVGVyA,,,,,,,,,,,1632362783,,,20210923015902,cur
d6NAMJ68DEU,,,,,,,,,,,1632362787,,,20210923015902,cur
2xNydZFl2Dc,,,,,,,,,,,1632362790,,,20210923015902,cur
zSgU25q4JlE,,,,,,,,,,,1632362832,,,20210923015902,cur
2hFpz3xSP4A,,,,,,,,,,,1632362900,,,20210923015902,cur
5D-5Bn2UKFo,,,,,,,,,,,1632362903,,,20210923015902,cur
MXFksVRxj-Q,,,,,,,,,,,1632362907,,,20210923015902,cur
2qF4AqCwQyE,,,,,,,,,,,1632362911,,,20210923015902,cur
EZv7TLfOtNQ,,,,,,,,,,,1632362940,,,20210923015902,cur
LmTOQBx6QXg,,,,,,,,,,,1632362943,,,20210923015902,cur
BisyEicc8uY,,,,,,,,,,,1632362947,,,20210923015902,cur
0yLk8rv-DkQ,,,,,,,,,,,1632362964,,,20210923015902,cur
6Wv37_DN7zk,,,,,,,,,,,1632362967,,,20210923015902,cur
4o8sQvhM6A4,,,,,,,,,,,1632362971,,,20210923015902,cur
35ufXDZ2Zmw,,,,,,,,,,,1632362988,,,20210923015902,cur
W80dNp8zZB8,,,,,,,,,,,1632362991,,,20210923015902,cur
ITlNzj_gPCk,,,,,,,,,,,1632363008,,,20210923015902,cur
BaIwQiDJVoI,,,,,,,,,,,1632363026,,,20210923015902,cur
I0O0N1Jnyns,,,,,,,,,,,1632363029,,,20210923015902,cur
2eAWemZ1jN0,,,,,,,,,,,1632363033,,,20210923015902,cur
lsg6RofyAek,,,,,,,,,,,1632363059,,,20210923015902,cur
5fDSVIEfS9k,,,,,,,,,,,1632363062,,,20210923015902,cur
MV0xh3jtnhE,,,,,,,,,,,1632363065,,,20210923015902,cur
eq9d0UcWDpY,,,,,,,,,,,1632363069,,,20210923015902,cur
6abAhgacL4w,,,,,,,,,,,1632363088,,,20210923015902,cur
DJEK6rWtesw,,,,,,,,,,,1632363091,,,20210923015902,cur
0wlNey9t7hQ,,,,,,,,,,,1632363145,,,20210923015902,cur
JLX_3s3bLeg,,,,,,,,,,,1632363174,,,20210923015902,cur
qUmPVKnJcV0,,,,,,,,,,,1632363178,,,20210923015902,cur
0glJPM9Hzko,,,,,,,,,,,1632363194,,,20210923015902,cur
1FnQz1YAAeg,,,,,,,,,,,1632363197,,,20210923015902,cur
5kig2gGo-ow,,,,,,,,,,,1632363201,,,20210923015902,cur
5Z-jOtfn2oo,,,,,,,,,,,1632363218,,,20210923015902,cur
KU-qcrNyysc,,,,,,,,,,,1632363234,,,20210923015902,cur
LeQQN5mLpTM,,,,,,,,,,,1632363250,,,20210923015902,cur
cOnvyA8eUxU,,,,,,,,,,,1632363253,,,20210923015902,cur
9M2CP0GfS98,,,,,,,,,,,1632363295,,,20210923015902,cur
nJzoq9FGmF8,,,,,,,,,,,1632363298,,,20210923015902,cur
9eacnfUnx1U,,,,,,,,,,,1632363317,,,20210923015902,cur
eCo57MoMzuA,,,,,,,,,,,1632363359,,,20210923015902,cur
9_jTbBbwC4I,,,,,,,,,,,1632363387,,,20210923015902,cur
bHlW3Zhy0LU,,,,,,,,,,,1632363403,,,20210923015902,cur
0gX3GXAuR14,,,,,,,,,,,1632363419,,,20210923015902,cur
A2eGI77bSfA,,,,,,,,,,,1632363435,,,20210923015902,cur
C6-zNuJq1sI,,,,,,,,,,,1632363439,,,20210923015902,cur
3Jg4jzDmMac,,,,,,,,,,,1632363442,,,20210923015902,cur
Czy0BjEZ9OQ,,,,,,,,,,,1632363446,,,20210923015902,cur
dzWlZDI9M8w,,,,,,,,,,,1632363450,,,20210923015902,cur
6vy_10Z4Ip0,,,,,,,,,,,1632363481,,,20210923015902,cur
e0QWw2XgV_o,,,,,,,,,,,1632363513,,,20210923015902,cur
nX3F1zBk_Ts,,,,,,,,,,,1632363516,,,20210923015902,cur
RakE9O0fLbU,,,,,,,,,,,1632363533,,,20210923015902,cur
-eEYwr-22N8,,,,,,,,,,,1632363536,,,20210923015902,cur
CjoV9uWmmVo,,,,,,,,,,,1632363554,,,20210923015902,cur
2hn6jBo7rOQ,,,,,,,,,,,1632363557,,,20210923015902,cur
J72EE5sMRV8,,,,,,,,,,,1632363574,,,20210923015902,cur
37C9kXxtC1Q,,,,,,,,,,,1632363591,,,20210923015902,cur
_M7AD8lCl54,,,,,,,,,,,1632363594,,,20210923015902,cur
chZYN0Tht4w,,,,,,,,,,,1632363611,,,20210923015902,cur
-FjqbSMXW6Q,,,,,,,,,,,1632363624,,,20210923015902,cur
beBUsa0J2mE,,,,,,,,,,,1632363627,,,20210923015902,cur
01niVMzayd8,,,,,,,,,,,1632363657,,,20210923015902,cur
5hamwazmfzU,,,,,,,,,,,1632363673,,,20210923015902,cur
92W8lzvHAiM,,,,,,,,,,,1632363715,,,20210923015902,cur
bM00UqjoSrE,,,,,,,,,,,1632363744,,,20210923015902,cur
5q7awKyAR7k,,,,,,,,,,,1632363748,,,20210923015902,cur
JErWpQohI28,,,,,,,,,,,1632363764,,,20210923015902,cur
2KkwHIWTiZ8,,,,,,,,,,,1632363768,,,20210923015902,cur
11cLoz6EiNE,,,,,,,,,,,1632363771,,,20210923015902,cur
A9AphSIU7k4,,,,,,,,,,,1632363775,,,20210923015902,cur
IbTB0m76wss,,,,,,,,,,,1632363832,,,20210923015902,cur
Zg9Okmz4BGE,,,,,,,,,,,1632363862,,,20210923015902,cur
1RXtBS7T1jY,,,,,,,,,,,1632363886,,,20210923015902,cur
0k8DfzMlT-A,,,,,,,,,,,1632363914,,,20210923015902,cur
-AILv11P088,,,,,,,,,,,1632363917,,,20210923015902,cur
woImjz4f1EA,,,,,,,,,,,1632363921,,,20210923015902,cur
0iMScl65_ak,,,,,,,,,,,1632363941,,,20210923015902,cur
UpiTomNC0eA,,,,,,,,,,,1632363944,,,20210923015902,cur
2Z43pzBTIaY,,,,,,,,,,,1632363948,,,20210923015902,cur
0GbFbOXgMRc,,,,,,,,,,,1632363965,,,20210923015902,cur
3zB6KqJb0Xs,,,,,,,,,,,1632363981,,,20210923015902,cur
Bu8CnQxtgmk,,,,,,,,,,,1632363984,,,20210923015902,cur
0LV90IpRlhs,,,,,,,,,,,1632364002,,,20210923015902,cur
SafqryBueVE,,,,,,,,,,,1632364018,,,20210923015902,cur
EJCkLWhBqx0,,,,,,,,,,,1632364034,,,20210923015902,cur
N87cmKqUKjY,,,,,,,,,,,1632364051,,,20210923015902,cur
2iEOhhqyA8U,,,,,,,,,,,1632364054,,,20210923015902,cur
G5iIKQ_3h0Q,,,,,,,,,,,1632364087,,,20210923015902,cur
hULVf6lzm64,,,,,,,,,,,1632364090,,,20210923015902,cur
2kPxM19iu7A,,,,,,,,,,,1632364094,,,20210923015902,cur
-qnNgU9EUDw,,,,,,,,,,,1632364128,,,20210923015902,cur
vKhzW1coVPo,,,,,,,,,,,1632364161,,,20210923015902,cur
-vl480LiaZU,,,,,,,,,,,1632364164,,,20210923015902,cur
-5FfiULFvdI,,,,,,,,,,,1632364167,,,20210923015902,cur
1q4fmfdmWrk,,,,,,,,,,,1632364223,,,20210923015902,cur
9MZPI46mDKc,,,,,,,,,,,1632364253,,,20210923015902,cur
HU_naSmhXNU,,,,,,,,,,,1632364307,,,20210923015902,cur
1HDS9R6DXUY,,,,,,,,,,,1632364310,,,20210923015902,cur
n7n5k1YrfyY,,,,,,,,,,,1632364314,,,20210923015902,cur
1gycsx8llHY,,,,,,,,,,,1632364331,,,20210923015902,cur
-GF16p5jnJo,,,,,,,,,,,1632364350,,,20210923015902,cur
vO0KoAFnRZQ,,,,,,,,,,,1632364367,,,20210923015902,cur
8wiOQrywjuU,,,,,,,,,,,1632364383,,,20210923015902,cur
3LtLOvWGKoA,,,,,,,,,,,1632365965,,,20210923025902,cur
1VG0y8w5YXY,,,,,,,,,,,1632365969,,,20210923025902,cur
1i9CuOhbsq0,,,,,,,,,,,1632366047,,,20210923025902,cur
--FK9b7ilAo,,,,,,,,,,,1632366114,,,20210923025902,cur
Ieddsb6UqWg,,,,,,,,,,,1632366117,,,20210923025902,cur
Pl49Ju-Gzek,,,,,,,,,,,1632366121,,,20210923025902,cur
isH-U5QXiUY,,,,,,,,,,,1632366125,,,20210923025902,cur
W2VYOdvllQ0,,,,,,,,,,,1632366143,,,20210923025902,cur
iej1nnlQEGo,,,,,,,,,,,1632366146,,,20210923025902,cur
AvGl9eP3Fzs,,,,,,,,,,,1632366179,,,20210923025902,cur
3Jf2dEEV87Y,,,,,,,,,,,1632366211,,,20210923025902,cur
7x1jwMdE07U,,,,,,,,,,,1632366228,,,20210923025902,cur
560VnDdVYuc,,,,,,,,,,,1632366259,,,20210923025902,cur
erGepahfh5s,,,,,,,,,,,1632366328,,,20210923025902,cur
L5Os0RXOgng,,,,,,,,,,,1632366344,,,20210923025902,cur
3Kn9cSbzzyA,,,,,,,,,,,1632366360,,,20210923025902,cur
2piJpVLDnO0,,,,,,,,,,,1632366432,,,20210923025902,cur
4TCpNAP0zFA,,,,,,,,,,,1632366468,,,20210923025902,cur
MYfkj89eCCU,,,,,,,,,,,1632366522,,,20210923025902,cur
-PRake32NiA,,,,,,,,,,,1632366575,,,20210923025902,cur
mWXhdPz1L9o,,,,,,,,,,,1632366606,,,20210923025902,cur
80mynpSgUp4,,,,,,,,,,,1632366622,,,20210923025902,cur
8LS0WqNrkDw,,,,,,,,,,,1632366650,,,20210923025902,cur
s8xmxQXxBYY,,,,,,,,,,,1632366667,,,20210923025902,cur
7l6M70eVKFU,,,,,,,,,,,1632366696,,,20210923025902,cur
5Sz8CDOeqHI,,,,,,,,,,,1632366716,,,20210923025902,cur
xLA1c2xFf_k,,,,,,,,,,,1632366719,,,20210923025902,cur
bEt_fh9ly2w,,,,,,,,,,,1632366723,,,20210923025902,cur
0UdOVDy_Ff4,,,,,,,,,,,1632366727,,,20210923025902,cur
B6TfRWEP-Lk,,,,,,,,,,,1632366744,,,20210923025902,cur
2TIFuHQhMxU,,,,,,,,,,,1632366760,,,20210923025902,cur
dA2-DvW7TnA,,,,,,,,,,,1632366789,,,20210923025902,cur
eCo57MoMzuA,,,,,,,,,,,1632366877,,,20210923025902,cur
F3zKaZlKaDY,,,,,,,,,,,1632366920,,,20210923025902,cur
9-LgXLVr7yI,,,,,,,,,,,1632366936,,,20210923025902,cur
34e6YrpW2uc,,,,,,,,,,,1632366951,,,20210923025902,cur
YicLoz_9s38,,,,,,,,,,,1632366954,,,20210923025902,cur
qqwGaM9FtVU,,,,,,,,,,,1632366958,,,20210923025902,cur
d1F8YsrYkSM,,,,,,,,,,,1632366977,,,20210923025902,cur
gcjXg6Vl56Q,,,,,,,,,,,1632366980,,,20210923025902,cur
3UHMZcDiqWQ,,,,,,,,,,,1632366983,,,20210923025902,cur
QBDEZJKVuqE,,,,,,,,,,,1632366987,,,20210923025902,cur
XyN4KiYqsqs,,,,,,,,,,,1632366991,,,20210923025902,cur
k8qG2swx460,,,,,,,,,,,1632366994,,,20210923025902,cur
o15iIX0cXtw,,,,,,,,,,,1632367011,,,20210923025902,cur
4AYhAdzLd0I,,,,,,,,,,,1632367028,,,20210923025902,cur
690Ps3WvA6I,,,,,,,,,,,1632367138,,,20210923025902,cur
5XVlwKHQlZQ,,,,,,,,,,,1632367186,,,20210923025902,cur
RA9IH4yMfy4,,,,,,,,,,,1632367190,,,20210923025902,cur
i8wvNoubvHs,,,,,,,,,,,1632367206,,,20210923025902,cur
3X3EJ_6zYkU,,,,,,,,,,,1632367236,,,20210923025902,cur
FRjNMdU6zr0,,,,,,,,,,,1632367239,,,20210923025902,cur
3iVgqSigsPY,,,,,,,,,,,1632367242,,,20210923025902,cur
zdgSoHfWvP8,,,,,,,,,,,1632367246,,,20210923025902,cur
445Y5sTlC-o,,,,,,,,,,,1632367250,,,20210923025902,cur
AJRZkqYkJOM,,,,,,,,,,,1632367253,,,20210923025902,cur
SnbLrDgkFxw,,,,,,,,,,,1632367271,,,20210923025902,cur
3CeocDD5LOo,,,,,,,,,,,1632367274,,,20210923025902,cur
BBgXcgcawIM,,,,,,,,,,,1632367295,,,20210923025902,cur
3crZThD-IvI,,,,,,,,,,,1632367299,,,20210923025902,cur
2Cca-EHx9Z8,,,,,,,,,,,1632367302,,,20210923025902,cur
9vPfw8yWpc0,,,,,,,,,,,1632367306,,,20210923025902,cur
YJpXHzmwr8Y,,,,,,,,,,,1632367361,,,20210923025902,cur
5DoyXfHFgw0,,,,,,,,,,,1632367389,,,20210923025902,cur
ruT4BsusZjc,,,,,,,,,,,1632367460,,,20210923025902,cur
xGBOawWmC2U,,,,,,,,,,,1632367463,,,20210923025902,cur
-7nSJx9OaW0,,,,,,,,,,,1632367492,,,20210923025902,cur
CdrOaOHw7Qc,,,,,,,,,,,1632367495,,,20210923025902,cur
6iJO6Ed_-sM,,,,,,,,,,,1632367499,,,20210923025902,cur
jCFaAUKnJiA,,,,,,,,,,,1632367503,,,20210923025902,cur
-D_JWLpJ3qM,,,,,,,,,,,1632367520,,,20210923025902,cur
AledqpuFI2Q,,,,,,,,,,,1632367536,,,20210923025902,cur
6OmI9jkXNvc,,,,,,,,,,,1632367552,,,20210923025902,cur
COV6FGp7mk4,,,,,,,,,,,1632367555,,,20210923025902,cur
i8sFXK_xwWM,,,,,,,,,,,1632367559,,,20210923025902,cur
5SvyPSv7YN8,,,,,,,,,,,1632367589,,,20210923025902,cur
PsI_cOxjmkI,,,,,,,,,,,1632367612,,,20210923025902,cur
EWUPOqdKwTE,,,,,,,,,,,1632367615,,,20210923025902,cur
1XETIlVmiYk,,,,,,,,,,,1632367619,,,20210923025902,cur
0YSYVZW4L3E,,,,,,,,,,,1632367649,,,20210923025902,cur
eZ3vqK1haBc,,,,,,,,,,,1632367665,,,20210923025902,cur
bmjPzaypl-U,,,,,,,,,,,1632367668,,,20210923025902,cur
6frIB67R070,,,,,,,,,,,1632367672,,,20210923025902,cur
7Dy0OKtWN74,,,,,,,,,,,1632367676,,,20210923025902,cur
2QU2GVMNZ8U,,,,,,,,,,,1632367680,,,20210923025902,cur
-25PKj0bQxQ,,,,,,,,,,,1632367696,,,20210923025902,cur
