videoid,videoname,channelid,channelname,views,comments,likes,dislikes,adtype,advertiser,adfullurl,datecollected,dateuploaded,uploadts,testid,dataset
h4TspCmCzAg,,,,,,,,,,,1632334060,,,20210922175901,cur
axkmc0bZMBg,,,,,,,,,,,1632334064,,,20210922175901,cur
bh2Ub8Cmexs,,,,,,,,,,,1632334081,,,20210922175901,cur
hULVf6lzm64,,,,,,,,,,,1632334084,,,20210922175901,cur
75Mijbxi-Gk,,,,,,,,,,,1632334088,,,20210922175901,cur
2-p_lBWsoBU,,,,,,,,,,,1632334092,,,20210922175901,cur
dI-3CTeOi0M,,,,,,,,,,,1632334109,,,20210922175901,cur
B-eFLhvHfzE,,,,,,,,,,,1632334126,,,20210922175901,cur
-quNY6O2414,,,,,,,,,,,1632334158,,,20210922175901,cur
5AsKykQaqxM,,,,,,,,,,,1632334189,,,20210922175901,cur
1uJTbdqX45U,,,,,,,,,,,1632334192,,,20210922175901,cur
E7XtKLReEpo,,,,,,,,,,,1632334196,,,20210922175901,cur
0HXhQ2s4YI4,,,,,,,,,,,1632334224,,,20210922175901,cur
8OmTOjynYAo,,,,,,,,,,,1632334240,,,20210922175901,cur
2qF4AqCwQyE,,,,,,,,,,,1632334243,,,20210922175901,cur
rt_nTs3CerM,,,,,,,,,,,1632334259,,,20210922175901,cur
AdLqyXcjOVc,,,,,,,,,,,1632334276,,,20210922175901,cur
1y5-vxigEpE,,,,,,,,,,,1632334279,,,20210922175901,cur
1ZKOyipYk5w,,,,,,,,,,,1632334307,,,20210922175901,cur
5KZ5au-MJo8,,,,,,,,,,,1632334323,,,20210922175901,cur
2e7HiK5bFDQ,,,,,,,,,,,1632334351,,,20210922175901,cur
HMKUFq9v6_o,,,,,,,,,,,1632334383,,,20210922175901,cur
-aBPoy9MZ2s,,,,,,,,,,,1632334400,,,20210922175901,cur
54pkkGDuc8Q,,,,,,,,,,,1632334403,,,20210922175901,cur
3BJbTsJ47-0,,,,,,,,,,,1632334406,,,20210922175901,cur
Kxjv31SEIiM,,,,,,,,,,,1632334438,,,20210922175901,cur
-iLt-m12oWY,,,,,,,,,,,1632334442,,,20210922175901,cur
1GD-39XwOq8,,,,,,,,,,,1632334445,,,20210922175901,cur
6Lto0BnsLBM,,,,,,,,,,,1632334449,,,20210922175901,cur
eSxWQr5sPog,,,,,,,,,,,1632334452,,,20210922175901,cur
04uu5FU2we8,,,,,,,,,,,1632334482,,,20210922175901,cur
xB2oyuePM78,,,,,,,,,,,1632334485,,,20210922175901,cur
2_-wjlbrToQ,,,,,,,,,,,1632334489,,,20210922175901,cur
ZvenQ-3hYos,,,,,,,,,,,1632334506,,,20210922175901,cur
3cb8DPt274U,,,,,,,,,,,1632334509,,,20210922175901,cur
4RW8gKHwD5o,,,,,,,,,,,1632334513,,,20210922175901,cur
YKRwnprnCWw,,,,,,,,,,,1632334516,,,20210922175901,cur
-mo1cHMpn_I,,,,,,,,,,,1632334520,,,20210922175901,cur
ApW8sNbOru8,,,,,,,,,,,1632334524,,,20210922175901,cur
9TfOfgTGeC8,,,,,,,,,,,1632334540,,,20210922175901,cur
-oui4-fmLk8,,,,,,,,,,,1632334556,,,20210922175901,cur
l5wJMhPtn6s,,,,,,,,,,,1632334585,,,20210922175901,cur
-27LGcnFrSI,,,,,,,,,,,1632334588,,,20210922175901,cur
m8UeUVi6eeo,,,,,,,,,,,1632334623,,,20210922175901,cur
4QDOles6kdk,,,,,,,,,,,1632334639,,,20210922175901,cur
27he2Mtfwik,,,,,,,,,,,1632334656,,,20210922175901,cur
uWu9AGJ4TgE,,,,,,,,,,,1632334672,,,20210922175901,cur
PUvBL80U-bo,,,,,,,,,,,1632334675,,,20210922175901,cur
dDVLEcK5L8M,,,,,,,,,,,1632334756,,,20210922175901,cur
4nGIKA3oPRc,,,,,,,,,,,1632334762,,,20210922175901,cur
6Wd7RO9fQwQ,,,,,,,,,,,1632334805,,,20210922175901,cur
jYRjTuAWR8c,,,,,,,,,,,1632334820,,,20210922175901,cur
BrW6dQO72J8,,,,,,,,,,,1632334823,,,20210922175901,cur
o78S4JTXhLQ,,,,,,,,,,,1632334841,,,20210922175901,cur
4oT9s2rn41c,,,,,,,,,,,1632334872,,,20210922175901,cur
ExfQY80Zm_w,,,,,,,,,,,1632334889,,,20210922175901,cur
M99Ux3YKou4,,,,,,,,,,,1632334892,,,20210922175901,cur
JZFABIcEQgM,,,,,,,,,,,1632334909,,,20210922175901,cur
JfHiNpGuU3M,,,,,,,,,,,1632334939,,,20210922175901,cur
b9nu0TQ_3Ow,,,,,,,,,,,1632334980,,,20210922175901,cur
TaMgeFJeJig,,,,,,,,,,,1632334996,,,20210922175901,cur
LcrlYJE-1JE,,,,,,,,,,,1632334999,,,20210922175901,cur
6oeXYF4vE3Y,,,,,,,,,,,1632335003,,,20210922175901,cur
5fKoGtGai84,,,,,,,,,,,1632335044,,,20210922175901,cur
dJqNQ0Nu_44,,,,,,,,,,,1632335048,,,20210922175901,cur
-_FpVyrhDIE,,,,,,,,,,,1632335064,,,20210922175901,cur
MgCJfzGa-4E,,,,,,,,,,,1632335107,,,20210922175901,cur
08WER9sImTY,,,,,,,,,,,1632335110,,,20210922175901,cur
3nzDueKookw,,,,,,,,,,,1632335114,,,20210922175901,cur
YicLoz_9s38,,,,,,,,,,,1632335117,,,20210922175901,cur
0Pm8kR9CS_Y,,,,,,,,,,,1632335135,,,20210922175901,cur
7Orz5M9c54w,,,,,,,,,,,1632335160,,,20210922175901,cur
0tEFV44DQ6E,,,,,,,,,,,1632335188,,,20210922175901,cur
2A5txSbuYr4,,,,,,,,,,,1632335230,,,20210922175901,cur
BNaB-6eauxY,,,,,,,,,,,1632335233,,,20210922175901,cur
C7bGyUe5zyU,,,,,,,,,,,1632335255,,,20210922175901,cur
XqDE2nPsiDY,,,,,,,,,,,1632335271,,,20210922175901,cur
8HCVDI_kf7M,,,,,,,,,,,1632335316,,,20210922175901,cur
